고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,시작일_dt,종료일_dt,유지기간,총과금액,유지기간(년),데이터사용구간,고객월평균납부액
C-10126,남성,33,Yes,No,0,2,No,신용카드,No,No,No,No,0,2018-07-01,2022-01-01,No,74,,4006,5,11070,2018-07-01,2022-01-01,42,1008600,3,1GB 미만,24014.285714285714
C-10127,남성,26,Yes,No,0,5,Yes,계좌이체,No,Yes,No,Yes,19,2021-07-01,2021-11-01,Yes,73,Competitor,4939,3,32540,2021-07-01,2021-11-01,5,490800,0,1GB 이상 2GB 미만,98160.0
C-10128,남성,58,No,No,0,0,Yes,계좌이체,No,No,No,Yes,28,2020-11-01,2021-01-01,Yes,67,Competitor,3273,1,15930,2020-11-01,2021-01-01,3,293300,0,2GB 이상 3GB 미만,97766.66666666667
C-10129,남성,22,No,Yes,1,0,Yes,계좌이체,No,No,No,No,0,2020-03-01,2022-01-01,No,48,,3044,5,8930,2020-03-01,2022-01-01,22,516400,1,1GB 미만,23472.727272727272
C-10130,남성,66,No,No,0,0,No,계좌이체,Yes,No,No,Yes,29,2020-09-01,2022-01-01,No,40,,4033,3,41130,2020-09-01,2022-01-01,16,1449900,1,2GB 이상 3GB 미만,90618.75
C-10131,남성,69,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,19,2016-09-01,2022-01-01,No,67,,4865,3,0,2016-09-01,2022-01-01,64,3686800,5,1GB 이상 2GB 미만,57606.25
C-10132,남성,25,No,No,0,0,No,계좌이체,No,No,No,Yes,85,2021-02-01,2021-07-01,Yes,82,Competitor,2857,2,24860,2021-02-01,2021-07-01,6,334500,0,8GB 이상,55750.0
C-10133,남성,30,Yes,Yes,3,1,No,신용카드,No,No,No,No,0,2020-05-01,2022-01-01,No,32,,3899,4,3280,2020-05-01,2022-01-01,20,470300,1,1GB 미만,23515.0
C-10134,여성,73,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2020-11-01,2022-01-01,No,44,,3805,3,27010,2020-11-01,2022-01-01,14,713200,1,2GB 이상 3GB 미만,50942.857142857145
C-10135,남성,46,No,No,0,0,No,계좌이체,No,Yes,No,Yes,26,2020-10-01,2022-01-01,No,43,,5828,5,15480,2020-10-01,2022-01-01,15,1429300,1,2GB 이상 3GB 미만,95286.66666666667
C-10136,남성,40,No,No,0,0,No,계좌이체,No,No,Yes,Yes,18,2019-06-01,2022-01-01,No,39,,3949,4,13450,2019-06-01,2022-01-01,31,2206000,2,1GB 이상 2GB 미만,71161.29032258065
C-10137,남성,53,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,32,,4262,5,4180,2015-01-01,2022-01-01,84,6883900,7,1GB 이상 2GB 미만,81951.19047619047
C-10138,남성,76,Yes,No,0,2,No,계좌이체,Yes,No,Yes,Yes,7,2015-10-01,2022-01-01,No,48,,5089,3,0,2015-10-01,2022-01-01,75,3204900,6,1GB 미만,42732.0
C-10139,남성,38,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,29,2015-07-01,2022-01-01,No,77,,5500,4,0,2015-07-01,2022-01-01,78,5282900,6,2GB 이상 3GB 미만,67729.48717948717
C-10140,남성,23,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,27,2021-03-01,2021-04-01,Yes,66,Competitor,3389,3,50400,2021-03-01,2021-04-01,2,198600,0,2GB 이상 3GB 미만,99300.0
C-10141,여성,24,No,No,0,0,Yes,계좌이체,No,No,No,Yes,48,2016-01-01,2022-01-01,No,49,,5687,3,17290,2016-01-01,2022-01-01,72,6750100,6,4GB 이상 5GB 미만,93751.38888888889
C-10142,여성,43,Yes,Yes,3,3,No,신용카드,Yes,No,No,Yes,22,2017-01-01,2022-01-01,No,21,,5269,3,0,2017-01-01,2022-01-01,60,3222800,5,2GB 이상 3GB 미만,53713.333333333336
C-10143,여성,45,No,No,0,0,Yes,신용카드,No,No,No,Yes,4,2021-05-01,2021-06-01,Yes,86,Other,3967,2,37630,2021-05-01,2021-06-01,2,193400,0,1GB 미만,96700.0
C-10144,남성,49,No,No,0,0,Yes,계좌이체,No,No,No,Yes,15,2020-05-01,2021-08-01,Yes,77,Competitor,5264,1,55260,2020-05-01,2021-08-01,16,1792700,1,1GB 이상 2GB 미만,112043.75
C-10145,여성,62,Yes,No,0,4,Yes,계좌이체,Yes,Yes,Yes,Yes,13,2016-11-01,2022-01-01,No,21,,4676,3,39100,2016-11-01,2022-01-01,62,8041300,5,1GB 이상 2GB 미만,129698.3870967742
C-10146,남성,25,Yes,Yes,1,10,No,신용카드,Yes,Yes,Yes,Yes,30,2015-01-01,2022-01-01,No,50,,4193,3,0,2015-01-01,2022-01-01,84,8914900,7,3GB 이상 4GB 미만,106129.76190476191
C-10147,여성,37,No,No,0,0,No,신용카드,Yes,Yes,No,No,21,2017-03-01,2022-01-01,No,49,,3509,4,0,2017-03-01,2022-01-01,58,5725700,4,2GB 이상 3GB 미만,98718.96551724138
C-10148,여성,35,Yes,Yes,1,4,No,계좌이체,Yes,Yes,Yes,Yes,19,2015-01-01,2022-01-01,No,75,,6342,4,0,2015-01-01,2022-01-01,84,9287800,7,1GB 이상 2GB 미만,110569.04761904762
C-10149,남성,37,Yes,Yes,3,2,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,43,,2004,5,0,2020-12-01,2022-01-01,13,283700,1,1GB 미만,21823.076923076922
C-10150,여성,27,No,No,0,0,Yes,계좌이체,No,No,No,Yes,51,2020-12-01,2022-01-01,No,57,,5617,4,0,2020-12-01,2022-01-01,13,874900,1,5GB 이상 6GB 미만,67300.0
C-10151,여성,69,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,21,2015-06-01,2022-01-01,No,80,,5857,4,0,2015-06-01,2022-01-01,79,8769200,6,2GB 이상 3GB 미만,111002.53164556962
C-10152,여성,44,Yes,Yes,1,5,No,계좌이체,No,Yes,Yes,Yes,27,2017-01-01,2022-01-01,No,50,,3246,4,10060,2017-01-01,2022-01-01,60,5714700,5,2GB 이상 3GB 미만,95245.0
C-10153,여성,30,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,73,2015-01-01,2022-01-01,No,37,,5234,4,47350,2015-01-01,2022-01-01,84,10893400,7,7GB 이상 8GB 미만,129683.33333333333
C-10154,남성,64,Yes,No,0,6,Yes,신용카드,Yes,Yes,Yes,Yes,24,2016-09-01,2022-01-01,No,64,,4628,4,46670,2016-09-01,2022-01-01,64,6094500,5,2GB 이상 3GB 미만,95226.5625
C-10155,여성,44,Yes,Yes,3,1,No,신용카드,No,Yes,No,Yes,28,2015-06-01,2022-01-01,No,51,,5122,5,53000,2015-06-01,2022-01-01,79,4759400,6,2GB 이상 3GB 미만,60245.56962025316
C-10156,여성,58,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,13,2019-01-01,2021-05-01,Yes,98,Competitor,5201,1,19100,2019-01-01,2021-05-01,29,2789300,2,1GB 이상 2GB 미만,96182.75862068965
C-10157,여성,29,Yes,Yes,1,9,No,계좌이체,No,Yes,No,Yes,51,2018-05-01,2022-01-01,No,74,,5442,3,37630,2018-05-01,2022-01-01,44,3233000,3,5GB 이상 6GB 미만,73477.27272727272
C-10158,여성,80,Yes,No,0,2,Yes,계좌이체,Yes,No,No,Yes,25,2019-02-01,2021-05-01,Yes,99,Attitude,4517,1,7910,2019-02-01,2021-05-01,28,2488800,2,2GB 이상 3GB 미만,88885.71428571429
C-10159,남성,22,No,No,0,0,No,계좌이체,No,Yes,No,Yes,73,2020-10-01,2022-01-01,No,61,,5625,5,35600,2020-10-01,2022-01-01,15,1663100,1,7GB 이상 8GB 미만,110873.33333333333
C-10160,남성,22,No,No,0,0,Yes,계좌이체,No,No,No,Yes,27,2020-12-01,2021-02-01,Yes,73,Competitor,3878,1,45650,2020-12-01,2021-02-01,3,287100,0,2GB 이상 3GB 미만,95700.0
C-10161,여성,50,No,Yes,2,0,Yes,신용카드,No,No,Yes,Yes,11,2020-04-01,2021-01-01,Yes,65,Competitor,3585,1,40120,2020-04-01,2021-01-01,10,863300,0,1GB 이상 2GB 미만,86330.0
C-10162,남성,53,Yes,Yes,2,10,Yes,신용카드,Yes,No,Yes,Yes,28,2016-11-01,2022-01-01,No,60,,4022,4,50290,2016-11-01,2022-01-01,62,5260600,5,2GB 이상 3GB 미만,84848.3870967742
C-10163,여성,45,Yes,Yes,2,1,No,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,23,,5043,3,35030,2015-02-01,2022-01-01,83,1940900,6,1GB 미만,23384.33734939759
C-10164,남성,76,Yes,No,0,2,Yes,계좌이체,No,No,No,Yes,10,2019-03-01,2021-11-01,Yes,69,Attitude,4105,2,53450,2019-03-01,2021-11-01,33,2906600,2,1GB 이상 2GB 미만,88078.78787878787
C-10165,여성,57,Yes,Yes,3,10,No,계좌이체,Yes,No,No,Yes,76,2019-09-01,2022-01-01,No,72,,3337,4,30850,2019-09-01,2022-01-01,28,3341200,2,7GB 이상 8GB 미만,119328.57142857143
C-10166,여성,45,Yes,Yes,3,8,Yes,계좌이체,No,No,Yes,Yes,22,2015-06-01,2022-01-01,No,59,,6383,5,20110,2015-06-01,2022-01-01,79,9886100,6,2GB 이상 3GB 미만,125140.50632911392
C-10167,남성,43,Yes,Yes,1,1,Yes,신용카드,Yes,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,70,,5879,3,17970,2015-01-01,2022-01-01,84,11217200,7,1GB 이상 2GB 미만,133538.09523809524
C-10168,여성,41,No,No,0,0,No,계좌이체,No,No,No,No,0,2021-05-01,2021-08-01,Yes,83,Attitude,2647,3,27800,2021-05-01,2021-08-01,4,88100,0,1GB 미만,22025.0
C-10169,남성,22,No,No,0,1,No,신용카드,No,No,No,No,0,2019-02-01,2022-01-01,No,30,,4031,5,54240,2019-02-01,2022-01-01,35,1034200,2,1GB 미만,29548.571428571428
C-10170,남성,62,Yes,Yes,2,1,No,계좌이체,Yes,Yes,Yes,Yes,18,2015-01-01,2022-01-01,No,77,,6233,3,32090,2015-01-01,2022-01-01,84,6823600,7,1GB 이상 2GB 미만,81233.33333333333
C-10171,남성,21,No,No,0,9,No,신용카드,Yes,Yes,No,Yes,47,2020-06-01,2022-01-01,No,76,,3332,3,0,2020-06-01,2022-01-01,19,1327800,1,4GB 이상 5GB 미만,69884.21052631579
C-10172,남성,49,Yes,Yes,3,10,Yes,계좌이체,No,No,No,Yes,57,2020-05-01,2022-01-01,No,62,,4854,4,1810,2020-05-01,2022-01-01,20,1256400,1,5GB 이상 6GB 미만,62820.0
C-10173,남성,33,Yes,Yes,2,9,No,계좌이체,No,No,Yes,No,23,2015-07-01,2022-01-01,No,30,,4652,4,0,2015-07-01,2022-01-01,78,4621800,6,2GB 이상 3GB 미만,59253.846153846156
C-10174,남성,30,No,No,0,0,No,신용카드,No,No,No,No,0,2021-07-01,2021-12-01,Yes,66,Attitude,2604,3,38760,2021-07-01,2021-12-01,6,151700,0,1GB 미만,25283.333333333332
C-10175,남성,38,No,Yes,1,0,Yes,계좌이체,No,Yes,No,Yes,11,2017-09-01,2021-10-01,Yes,89,Competitor,5340,1,50060,2017-09-01,2021-10-01,50,6142200,4,1GB 이상 2GB 미만,122844.0
C-10176,남성,56,Yes,No,0,2,Yes,계좌이체,No,No,No,No,0,2015-10-01,2022-01-01,No,74,,5151,3,43390,2015-10-01,2022-01-01,75,1735000,6,1GB 미만,23133.333333333332
C-10177,여성,70,Yes,Yes,1,1,Yes,이체/메일확인,No,No,Yes,Yes,14,2020-01-01,2022-01-01,No,75,,3353,4,0,2020-01-01,2022-01-01,24,843700,2,1GB 이상 2GB 미만,35154.166666666664
C-10178,남성,54,Yes,Yes,3,5,Yes,신용카드,Yes,Yes,No,Yes,53,2018-10-01,2022-01-01,No,41,,3519,3,40910,2018-10-01,2022-01-01,39,2538900,3,5GB 이상 6GB 미만,65100.0
C-10179,여성,57,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,20,2018-02-01,2022-01-01,No,34,,3463,4,50620,2018-02-01,2022-01-01,47,3391700,3,2GB 이상 3GB 미만,72163.82978723405
C-10180,여성,40,Yes,Yes,2,7,Yes,계좌이체,No,Yes,Yes,Yes,12,2016-07-01,2022-01-01,No,45,,6275,3,4860,2016-07-01,2022-01-01,66,6716700,5,1GB 이상 2GB 미만,101768.18181818182
C-10181,남성,56,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2021-03-01,2021-04-01,Yes,71,Competitor,5962,1,6330,2021-03-01,2021-04-01,2,228800,0,1GB 미만,114400.0
C-10182,남성,38,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,5,2020-08-01,2022-01-01,No,42,,3099,4,15820,2020-08-01,2022-01-01,17,1234600,1,1GB 미만,72623.5294117647
C-10183,남성,61,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,6,2019-06-01,2022-01-01,No,39,,2051,4,47230,2019-06-01,2022-01-01,31,2385400,2,1GB 미만,76948.3870967742
C-10184,남성,35,Yes,Yes,2,1,No,신용카드,No,Yes,Yes,Yes,17,2016-09-01,2022-01-01,No,47,,5396,4,0,2016-09-01,2022-01-01,64,3706300,5,1GB 이상 2GB 미만,57910.9375
C-10185,여성,61,Yes,Yes,3,8,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2015-01-01,2022-01-01,No,32,,6107,4,0,2015-01-01,2022-01-01,84,6489300,7,2GB 이상 3GB 미만,77253.57142857143
C-10186,남성,50,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2018-05-01,2022-01-01,No,20,,3398,5,16840,2018-05-01,2022-01-01,44,1060000,3,1GB 미만,24090.909090909092
C-10187,여성,47,Yes,No,0,1,No,계좌이체,No,Yes,No,Yes,6,2020-11-01,2021-07-01,Yes,76,Competitor,2750,2,19100,2020-11-01,2021-07-01,9,1051100,0,1GB 미만,116788.88888888889
C-10188,남성,35,No,No,0,0,No,이체/메일확인,No,No,No,No,30,2017-08-01,2022-01-01,No,57,,5043,4,42490,2017-08-01,2022-01-01,53,4041500,4,3GB 이상 4GB 미만,76254.71698113208
C-10189,남성,32,No,No,0,0,Yes,신용카드,No,No,No,No,0,2020-08-01,2022-01-01,No,27,,3056,3,23730,2020-08-01,2022-01-01,17,376700,1,1GB 미만,22158.823529411766
C-10190,여성,54,No,Yes,1,0,Yes,신용카드,Yes,No,Yes,No,17,2020-02-01,2022-01-01,No,67,,4265,4,0,2020-02-01,2022-01-01,23,977100,1,1GB 이상 2GB 미만,42482.608695652176
C-10191,남성,61,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,11,2021-07-01,2021-12-01,Yes,66,Competitor,4192,1,35140,2021-07-01,2021-12-01,6,679200,0,1GB 이상 2GB 미만,113200.0
C-10192,여성,62,No,No,0,0,No,신용카드,No,No,No,No,0,2019-09-01,2022-01-01,No,60,,4336,5,46900,2019-09-01,2022-01-01,28,596300,2,1GB 미만,21296.428571428572
C-10193,남성,80,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,9,2015-02-01,2022-01-01,No,54,,4921,4,6890,2015-02-01,2022-01-01,83,10433500,6,1GB 미만,125704.81927710843
C-10194,여성,23,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2020-02-01,2022-01-01,No,62,,2133,5,0,2020-02-01,2022-01-01,23,1102000,1,5GB 이상 6GB 미만,47913.04347826087
C-10195,여성,63,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,7,2016-09-01,2021-10-01,Yes,77,Dissatisfaction,5612,3,55710,2016-09-01,2021-10-01,62,7283500,5,1GB 미만,117475.80645161291
C-10196,여성,50,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2015-02-01,2022-01-01,No,28,,5643,3,26100,2015-02-01,2022-01-01,83,8301400,6,1GB 미만,100016.86746987952
C-10197,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2020-04-01,2022-01-01,No,63,,2788,3,45990,2020-04-01,2022-01-01,21,474700,1,1GB 미만,22604.761904761905
C-10198,여성,63,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,8,2020-07-01,2022-01-01,No,60,,3672,3,44300,2020-07-01,2022-01-01,18,1037800,1,1GB 미만,57655.555555555555
C-10199,여성,58,No,No,0,0,Yes,계좌이체,No,No,No,No,22,2019-04-01,2021-06-01,Yes,82,Dissatisfaction,4910,2,43050,2019-04-01,2021-06-01,27,2851100,2,2GB 이상 3GB 미만,105596.29629629629
C-10200,여성,29,No,No,0,0,No,이체/메일확인,Yes,Yes,No,No,30,2020-07-01,2022-01-01,No,42,,5377,4,7910,2020-07-01,2022-01-01,18,1127400,1,3GB 이상 4GB 미만,62633.333333333336
C-10201,남성,54,No,No,0,0,No,계좌이체,No,No,No,Yes,15,2020-02-01,2022-01-01,No,60,,4924,4,34580,2020-02-01,2022-01-01,23,2271000,1,1GB 이상 2GB 미만,98739.13043478261
C-10202,남성,25,Yes,No,0,1,Yes,계좌이체,No,No,No,No,73,2021-08-01,2021-09-01,Yes,91,Competitor,4273,1,49380,2021-08-01,2021-09-01,2,200300,0,7GB 이상 8GB 미만,100150.0
C-10203,여성,31,Yes,No,0,10,Yes,계좌이체,No,No,No,No,0,2016-12-01,2022-01-01,No,37,,5422,5,3160,2016-12-01,2022-01-01,61,1447400,5,1GB 미만,23727.868852459018
C-10204,여성,25,Yes,Yes,2,9,Yes,신용카드,No,Yes,No,Yes,51,2020-10-01,2022-01-01,No,52,,3654,3,13000,2020-10-01,2022-01-01,15,1087400,1,5GB 이상 6GB 미만,72493.33333333333
C-10205,여성,46,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,13,2016-08-01,2022-01-01,No,23,,4754,3,49270,2016-08-01,2022-01-01,65,7587500,5,1GB 이상 2GB 미만,116730.76923076923
C-10206,남성,28,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,27,2019-06-01,2021-05-01,Yes,83,Other,3425,1,42940,2019-06-01,2021-05-01,24,2848800,2,2GB 이상 3GB 미만,118700.0
C-10207,남성,63,No,No,0,0,No,계좌이체,No,No,No,Yes,9,2021-02-01,2021-04-01,Yes,81,Competitor,3478,1,28820,2021-02-01,2021-04-01,3,151500,0,1GB 미만,50500.0
C-10208,남성,37,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,9,2021-07-01,2021-08-01,Yes,77,Attitude,5687,1,12880,2021-07-01,2021-08-01,2,126700,0,1GB 미만,63350.0
C-10209,남성,44,No,Yes,1,0,Yes,신용카드,No,No,No,No,0,2020-10-01,2022-01-01,No,77,,4315,5,38310,2020-10-01,2022-01-01,15,452000,1,1GB 미만,30133.333333333332
C-10210,여성,74,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,24,2015-09-01,2021-05-01,Yes,70,Competitor,4481,1,24070,2015-09-01,2021-05-01,69,8177900,5,2GB 이상 3GB 미만,118520.28985507246
C-10211,남성,44,No,No,0,0,Yes,계좌이체,No,No,No,No,10,2020-10-01,2021-06-01,Yes,94,Competitor,5811,1,22040,2020-10-01,2021-06-01,9,990400,0,1GB 이상 2GB 미만,110044.44444444444
C-10212,여성,21,No,No,0,9,Yes,계좌이체,No,No,No,No,26,2015-03-01,2022-01-01,No,35,,4252,4,18870,2015-03-01,2022-01-01,82,9395600,6,2GB 이상 3GB 미만,114580.48780487805
C-10213,남성,62,Yes,Yes,3,9,No,계좌이체,No,No,No,Yes,75,2017-10-01,2022-01-01,No,64,,5434,3,0,2017-10-01,2022-01-01,51,6002000,4,7GB 이상 8GB 미만,117686.27450980392
C-10214,여성,43,No,No,0,0,Yes,계좌이체,No,No,No,Yes,25,2021-03-01,2021-04-01,Yes,84,Competitor,3706,1,0,2021-03-01,2021-04-01,2,160700,0,2GB 이상 3GB 미만,80350.0
C-10215,여성,40,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,7,2020-10-01,2021-01-01,Yes,86,Price,4330,3,0,2020-10-01,2021-01-01,4,463600,0,1GB 미만,115900.0
C-10216,남성,48,Yes,No,0,8,No,계좌이체,No,Yes,No,Yes,4,2016-01-01,2022-01-01,No,54,,4968,5,0,2016-01-01,2022-01-01,72,8484800,6,1GB 미만,117844.44444444444
C-10217,여성,55,Yes,No,0,1,No,계좌이체,No,No,No,Yes,10,2020-10-01,2021-03-01,Yes,81,Attitude,2969,2,0,2020-10-01,2021-03-01,6,478600,0,1GB 이상 2GB 미만,79766.66666666667
C-10218,남성,77,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,14,2021-04-01,2021-07-01,Yes,73,Competitor,2818,1,0,2021-04-01,2021-07-01,4,378800,0,1GB 이상 2GB 미만,94700.0
C-10219,여성,41,Yes,No,0,0,Yes,신용카드,Yes,Yes,Yes,No,13,2016-06-01,2022-01-01,No,68,,5501,4,0,2016-06-01,2022-01-01,67,5142700,5,1GB 이상 2GB 미만,76756.71641791044
C-10220,남성,43,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,6,2015-01-01,2022-01-01,No,38,,4085,3,0,2015-01-01,2022-01-01,84,5916100,7,1GB 미만,70429.76190476191
C-10221,남성,69,Yes,No,0,7,No,계좌이체,Yes,Yes,Yes,No,9,2015-01-01,2022-01-01,No,58,,5590,4,5990,2015-01-01,2022-01-01,84,7323200,7,1GB 미만,87180.95238095238
C-10222,여성,63,No,No,0,0,Yes,계좌이체,No,Yes,No,No,22,2017-09-01,2021-02-01,Yes,85,Price,5383,2,11750,2017-09-01,2021-02-01,42,5249700,3,2GB 이상 3GB 미만,124992.85714285714
C-10223,남성,38,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,25,2016-01-01,2022-01-01,No,32,,5544,3,0,2016-01-01,2022-01-01,72,3317900,6,2GB 이상 3GB 미만,46081.944444444445
C-10224,여성,43,No,No,0,0,No,계좌이체,No,No,No,Yes,22,2021-02-01,2021-08-01,Yes,100,Other,5800,1,2940,2021-02-01,2021-08-01,7,735900,0,2GB 이상 3GB 미만,105128.57142857143
C-10225,여성,29,Yes,No,0,6,Yes,신용카드,No,Yes,Yes,Yes,48,2017-03-01,2022-01-01,No,45,,5119,5,2260,2017-03-01,2022-01-01,58,7440000,4,4GB 이상 5GB 미만,128275.86206896552
C-10226,여성,46,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2019-10-01,2022-01-01,No,29,,3366,4,3050,2019-10-01,2022-01-01,27,648700,2,1GB 미만,24025.925925925927
C-10227,여성,33,Yes,No,0,1,Yes,신용카드,No,No,Yes,No,28,2017-02-01,2021-12-01,Yes,96,Competitor,4415,2,3960,2017-02-01,2021-12-01,59,7045400,4,2GB 이상 3GB 미만,119413.55932203389
C-10228,남성,60,Yes,Yes,3,10,No,신용카드,No,No,No,No,0,2019-02-01,2022-01-01,No,35,,4617,5,38420,2019-02-01,2022-01-01,35,775000,2,1GB 미만,22142.85714285714
C-10229,여성,70,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,21,2018-06-01,2021-01-01,Yes,98,Other,4050,2,54240,2018-06-01,2021-01-01,32,3722900,2,2GB 이상 3GB 미만,116340.625
C-10230,남성,54,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,6,2020-02-01,2022-01-01,No,41,,3880,5,14690,2020-02-01,2022-01-01,23,1244500,1,1GB 미만,54108.69565217391
C-10231,여성,80,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,16,2016-05-01,2022-01-01,No,45,,5840,3,19550,2016-05-01,2022-01-01,68,8074100,5,1GB 이상 2GB 미만,118736.76470588235
C-10232,여성,41,No,Yes,3,0,No,신용카드,No,No,No,No,0,2018-12-01,2022-01-01,No,24,,2192,5,14580,2018-12-01,2022-01-01,37,896000,3,1GB 미만,24216.216216216217
C-10233,여성,38,No,No,0,0,No,신용카드,Yes,Yes,Yes,No,28,2015-05-01,2022-01-01,No,40,,4146,3,0,2015-05-01,2022-01-01,80,6037400,6,2GB 이상 3GB 미만,75467.5
C-10234,여성,48,No,No,0,0,No,신용카드,No,No,No,No,0,2017-09-01,2022-01-01,No,75,,3878,4,29380,2017-09-01,2022-01-01,52,1218200,4,1GB 미만,23426.923076923078
C-10235,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2018-12-01,2021-12-01,Yes,69,Attitude,2455,1,27910,2018-12-01,2021-12-01,37,3689900,3,2GB 이상 3GB 미만,99727.02702702703
C-10236,남성,22,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,73,2019-03-01,2021-11-01,Yes,69,Attitude,2541,1,31300,2019-03-01,2021-11-01,33,4102800,2,7GB 이상 8GB 미만,124327.27272727272
C-10237,남성,28,Yes,Yes,3,10,No,계좌이체,Yes,Yes,Yes,Yes,59,2015-02-01,2022-01-01,No,60,,6452,4,11410,2015-02-01,2022-01-01,83,8607300,6,5GB 이상 6GB 미만,103702.40963855422
C-10238,남성,58,Yes,No,0,2,Yes,계좌이체,No,Yes,No,Yes,2,2019-08-01,2022-01-01,No,75,,3803,5,11410,2019-08-01,2022-01-01,29,3529700,2,1GB 미만,121713.79310344828
C-10239,남성,55,Yes,No,0,6,No,계좌이체,No,No,Yes,Yes,19,2019-07-01,2022-01-01,No,79,,2831,5,35930,2019-07-01,2022-01-01,30,2825200,2,1GB 이상 2GB 미만,94173.33333333333
C-10240,여성,52,No,No,0,0,No,계좌이체,Yes,Yes,No,No,30,2017-12-01,2022-01-01,No,44,,5135,3,13220,2017-12-01,2022-01-01,49,5310000,4,3GB 이상 4GB 미만,108367.3469387755
C-10241,남성,42,No,No,0,0,No,신용카드,No,No,No,No,0,2020-11-01,2022-01-01,No,52,,5863,3,50060,2020-11-01,2022-01-01,14,319700,1,1GB 미만,22835.714285714286
C-10242,여성,56,Yes,Yes,2,6,Yes,계좌이체,No,No,No,Yes,24,2018-09-01,2022-01-01,No,54,,5195,3,14580,2018-09-01,2022-01-01,40,3339100,3,2GB 이상 3GB 미만,83477.5
C-10243,남성,34,No,No,0,0,No,신용카드,Yes,Yes,No,Yes,19,2020-04-01,2022-01-01,No,67,,3755,3,0,2020-04-01,2022-01-01,21,982400,1,1GB 이상 2GB 미만,46780.95238095238
C-10244,여성,63,No,No,0,0,No,계좌이체,Yes,No,No,No,24,2020-12-01,2022-01-01,No,30,,4421,3,43280,2020-12-01,2022-01-01,13,903000,1,2GB 이상 3GB 미만,69461.53846153847
C-10245,남성,59,Yes,No,0,1,Yes,신용카드,No,No,No,No,0,2015-08-01,2022-01-01,No,80,,5368,3,26560,2015-08-01,2022-01-01,77,1847900,6,1GB 미만,23998.7012987013
C-10246,여성,62,No,No,0,0,No,계좌이체,No,No,No,Yes,27,2020-10-01,2022-01-01,No,74,,3122,4,17630,2020-10-01,2022-01-01,15,809900,1,2GB 이상 3GB 미만,53993.333333333336
C-10247,여성,31,No,No,0,0,Yes,계좌이체,No,No,No,Yes,8,2021-10-01,2021-11-01,Yes,81,Other,4476,3,0,2021-10-01,2021-11-01,2,87900,0,1GB 미만,43950.0
C-10248,남성,24,No,No,0,3,Yes,계좌이체,Yes,No,No,Yes,41,2018-01-01,2022-01-01,No,53,,2701,4,46670,2018-01-01,2022-01-01,48,5241900,4,4GB 이상 5GB 미만,109206.25
C-10249,남성,21,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,69,2019-03-01,2021-02-01,Yes,82,Competitor,4359,2,43730,2019-03-01,2021-02-01,24,2559900,2,6GB 이상 7GB 미만,106662.5
